dat genefilter num_genes dimreduce dims method k resolution ari silhouette
Zhengmix4eq hvg 300 pca_rp 30 seurat 7 0.5 0.818271247861641 0.264221303100218
Zhengmix4eq hvg 300 pca_rp 30 seurat 10 0.8 0.718923091582315 0.185722668283018
Zhengmix4eq hvg 300 pca_rp 30 seurat 10 1 0.711912512150998 0.183865700661268
Zhengmix4eq hvg 300 pca_rp 30 seurat 12 1.2 0.570171780292413 0.0882282326162014
Zhengmix4eq hvg 300 pca_rp 30 seurat 12 1.5 0.56132418612223 0.0755760088151141
Zhengmix4eq hvg 300 pca_rp 30 seurat 15 2 0.426970520217199 0.0616517710620732
Zhengmix4eq hvg 300 zinbwave 10 kmeans 2 NA 0.321560308581648 0.170779983786514
Zhengmix4eq hvg 300 zinbwave 10 kmeans 3 NA 0.681446224851775 0.181250269374153
Zhengmix4eq hvg 300 zinbwave 10 kmeans 4 NA 0.718543612672733 0.179204016434955
Zhengmix4eq hvg 300 zinbwave 10 kmeans 5 NA 0.663867084673076 0.173446530468901
Zhengmix4eq hvg 300 zinbwave 10 kmeans 6 NA 0.585191488619828 0.151766948351361
Zhengmix4eq hvg 300 zinbwave 10 kmeans 7 NA 0.472716378386563 0.134477810461324
Zhengmix4eq hvg 300 zinbwave 10 kmeans 8 NA 0.452624739787376 0.132122239226863
Zhengmix4eq hvg 300 zinbwave 10 kmeans 9 NA 0.43207229389985 0.132883150463652
Zhengmix4eq hvg 300 zinbwave 10 kmeans 10 NA 0.387745070217464 0.12954914537905
Zhengmix4eq hvg 300 zinbwave 10 mclust 2 NA 0.319751121266789 0.16767621592892
Zhengmix4eq hvg 300 zinbwave 10 mclust 3 NA 0.698287720214689 0.177936816095548
Zhengmix4eq hvg 300 zinbwave 10 mclust 4 NA 0.641068092726051 0.145025415283316
Zhengmix4eq hvg 300 zinbwave 10 mclust 5 NA 0.723821174285908 0.134880836786685
Zhengmix4eq hvg 300 zinbwave 10 mclust 6 NA 0.696848401613058 0.0997200832300183
Zhengmix4eq hvg 300 zinbwave 10 mclust 7 NA 0.517475813313043 0.052129821507734
Zhengmix4eq hvg 300 zinbwave 10 mclust 8 NA 0.64955355878807 0.0799062005787613
Zhengmix4eq hvg 300 zinbwave 10 mclust 9 NA 0.518182675199678 0.0549011016933936
Zhengmix4eq hvg 300 zinbwave 10 mclust 10 NA 0.597935318689675 0.0813312076532806
Zhengmix4eq hvg 300 zinbwave 10 seurat 3 0.05 0.700877296234038 0.17858564422189
Zhengmix4eq hvg 300 zinbwave 10 seurat 3 0.1 0.700877296234038 0.17858564422189
Zhengmix4eq hvg 300 zinbwave 10 seurat 3 0.2 0.700552021961206 0.178527374180691
Zhengmix4eq hvg 300 zinbwave 10 seurat 5 0.5 0.800799779291308 0.166355571085636
Zhengmix4eq hvg 300 zinbwave 10 seurat 7 0.8 0.744519663358877 0.16288254065789
Zhengmix4eq hvg 300 zinbwave 10 seurat 7 1 0.741300003961512 0.163160356738147
Zhengmix4eq hvg 300 zinbwave 10 seurat 9 1.2 0.53061202384969 0.128129780426997
Zhengmix4eq hvg 300 zinbwave 10 seurat 12 1.5 0.427002668706452 0.121856124094981
Zhengmix4eq hvg 300 zinbwave 10 seurat 14 2 0.386168558727732 0.117492095362604
Zhengmix4eq hvg 300 zinbwave 30 kmeans 2 NA 0.32991086949875 0.0634958498598122
Zhengmix4eq hvg 300 zinbwave 30 kmeans 3 NA 0.696219351016371 0.081156653801567
Zhengmix4eq hvg 300 zinbwave 30 kmeans 4 NA 0.656246935110487 0.0830673752908694
Zhengmix4eq hvg 300 zinbwave 30 kmeans 5 NA 0.55078024996666 0.0787692637962487
Zhengmix4eq hvg 300 zinbwave 30 kmeans 6 NA 0.525853245194267 0.0772275161325368
Zhengmix4eq hvg 300 zinbwave 30 kmeans 7 NA 0.524153679230335 0.0755989479983177
Zhengmix4eq hvg 300 zinbwave 30 kmeans 8 NA 0.404817846915412 0.045466122659764
Zhengmix4eq hvg 300 zinbwave 30 kmeans 9 NA 0.389182254060197 0.0464861126243668
Zhengmix4eq hvg 300 zinbwave 30 kmeans 10 NA 0.347300499528399 0.0447734226797572
Zhengmix4eq hvg 300 zinbwave 30 seurat 2 0.05 0.322584456292721 0.0627847567408321
Zhengmix4eq hvg 300 zinbwave 30 seurat 2 0.1 0.322584456292721 0.0627847567408321
Zhengmix4eq hvg 300 zinbwave 30 seurat 3 0.2 0.673910383791211 0.079481207600777
Zhengmix4eq hvg 300 zinbwave 30 seurat 3 0.5 0.672013955968078 0.0793739162271383
Zhengmix4eq hvg 300 zinbwave 30 seurat 4 0.8 0.655643536424702 -0.0300707786179781
Zhengmix4eq hvg 300 zinbwave 30 seurat 5 1 0.648340248876279 -0.022106010630442
Zhengmix4eq hvg 300 zinbwave 30 seurat 5 1.2 0.650265143745019 -0.0208872528886299
Zhengmix4eq hvg 300 zinbwave 30 seurat 5 1.5 0.65273249123373 -0.0252919831963436
Zhengmix4eq hvg 300 zinbwave 30 seurat 8 2 0.421797104067796 -0.016864748701573
Zhengmix4eq hvg 1500 glmpca 10 kmeans 2 NA 0.326233240857712 0.626947725585263
Zhengmix4eq hvg 1500 glmpca 10 kmeans 3 NA 0.706400124041378 0.49792382766799
Zhengmix4eq hvg 1500 glmpca 10 kmeans 4 NA 0.891394281185468 0.44495389004385
Zhengmix4eq hvg 1500 glmpca 10 kmeans 5 NA 0.855454471945822 0.422446743958187
Zhengmix4eq hvg 1500 glmpca 10 kmeans 6 NA 0.758716293356673 0.364681963364536
Zhengmix4eq hvg 1500 glmpca 10 kmeans 7 NA 0.655162201145807 0.252263924820929
Zhengmix4eq hvg 1500 glmpca 10 kmeans 8 NA 0.641878112920457 0.256756374957182
Zhengmix4eq hvg 1500 glmpca 10 kmeans 9 NA 0.542382518358521 0.21669490263151
Zhengmix4eq hvg 1500 glmpca 10 kmeans 10 NA 0.510077979360412 0.215170322552398
Zhengmix4eq hvg 1500 glmpca 10 mclust 2 NA 0.322578710475005 0.626312166346556
Zhengmix4eq hvg 1500 glmpca 10 mclust 3 NA 0.70502153149416 0.497483277536697
Zhengmix4eq hvg 1500 glmpca 10 mclust 4 NA 0.945953010303057 0.41950801286715
Zhengmix4eq hvg 1500 glmpca 10 mclust 5 NA 0.955279549334231 0.424276794914424
Zhengmix4eq hvg 1500 glmpca 10 mclust 6 NA 0.859297282201405 0.323114050438177
Zhengmix4eq hvg 1500 glmpca 10 mclust 7 NA 0.821914512750412 0.29907043047152
Zhengmix4eq hvg 1500 glmpca 10 mclust 8 NA 0.748710598256003 0.253437106416956
Zhengmix4eq hvg 1500 glmpca 10 mclust 9 NA 0.685357968923854 0.151138367645144
Zhengmix4eq hvg 1500 glmpca 10 mclust 10 NA 0.564624598151653 0.101454550172637
Zhengmix4eq hvg 1500 glmpca 10 seurat 3 0.05 0.705588900750937 0.497795403931014
Zhengmix4eq hvg 1500 glmpca 10 seurat 5 0.1 0.939555778339173 0.385565853261033
Zhengmix4eq hvg 1500 glmpca 10 seurat 5 0.2 0.939555778339173 0.385565853261033
Zhengmix4eq hvg 1500 glmpca 10 seurat 5 0.5 0.939555778339173 0.385565853261033
Zhengmix4eq hvg 1500 glmpca 10 seurat 7 0.8 0.762926707543784 0.263739893411494
Zhengmix4eq hvg 1500 glmpca 10 seurat 9 1 0.604005824485845 0.194018728165815
Zhengmix4eq hvg 1500 glmpca 10 seurat 10 1.2 0.539211749821979 0.187176592056823
Zhengmix4eq hvg 1500 glmpca 10 seurat 12 1.5 0.478409122369564 0.18082072010293
Zhengmix4eq hvg 1500 glmpca 10 seurat 14 2 0.41469775204773 0.173421423553992
Zhengmix4eq hvg 1500 glmpca 30 kmeans 2 NA 0.326233240857712 0.440757748221197
Zhengmix4eq hvg 1500 glmpca 30 kmeans 3 NA 0.705423015838685 0.253299837731376
Zhengmix4eq hvg 1500 glmpca 30 kmeans 4 NA 0.871597757844752 0.217709279788131
Zhengmix4eq hvg 1500 glmpca 30 kmeans 5 NA 0.782501791077491 0.151336346097545
Zhengmix4eq hvg 1500 glmpca 30 kmeans 6 NA 0.751275464396688 0.150121569486527
Zhengmix4eq hvg 1500 glmpca 30 kmeans 7 NA 0.644152709397348 0.118372928806174
Zhengmix4eq hvg 1500 glmpca 30 kmeans 8 NA 0.528810992425138 0.0823941815290603
Zhengmix4eq hvg 1500 glmpca 30 kmeans 9 NA 0.491123225785286 0.0770929900043055
Zhengmix4eq hvg 1500 glmpca 30 kmeans 10 NA 0.470254340277622 0.077163541939001
Zhengmix4eq hvg 1500 glmpca 30 seurat 3 0.05 0.70421957571846 0.252949591762137
Zhengmix4eq hvg 1500 glmpca 30 seurat 3 0.1 0.70421957571846 0.252949591762137
Zhengmix4eq hvg 1500 glmpca 30 seurat 5 0.2 0.872047975767409 0.152032026331489
Zhengmix4eq hvg 1500 glmpca 30 seurat 5 0.5 0.873431072425296 0.151484314727676
Zhengmix4eq hvg 1500 glmpca 30 seurat 5 0.8 0.878357040113792 0.151294708259996
Zhengmix4eq hvg 1500 glmpca 30 seurat 5 1 0.87778694224785 0.151304647105926
Zhengmix4eq hvg 1500 glmpca 30 seurat 5 1.2 0.878554324529658 0.151661326272848
Zhengmix4eq hvg 1500 glmpca 30 seurat 6 1.5 0.824724737663171 0.102640773385438
Zhengmix4eq hvg 1500 glmpca 30 seurat 9 2 0.560500726782308 0.0678080695358293
Zhengmix4eq hvg 1500 pca_log 10 kmeans 2 NA 0.325500487448545 0.572373772177277
Zhengmix4eq hvg 1500 pca_log 10 kmeans 3 NA 0.705588900750937 0.51093374073357
Zhengmix4eq hvg 1500 pca_log 10 kmeans 4 NA 0.675469943080006 0.519359221553523
Zhengmix4eq hvg 1500 pca_log 10 kmeans 5 NA 0.80097123026359 0.468217472055726
Zhengmix4eq hvg 1500 pca_log 10 kmeans 6 NA 0.799416906099266 0.471432879842238
Zhengmix4eq hvg 1500 pca_log 10 kmeans 7 NA 0.749052711088723 0.429004653152425
Zhengmix4eq hvg 1500 pca_log 10 kmeans 8 NA 0.749051936095549 0.429266547821974
Zhengmix4eq hvg 1500 pca_log 10 kmeans 9 NA 0.793838653128165 0.476761223341554
Zhengmix4eq hvg 1500 pca_log 10 kmeans 10 NA 0.753132559452508 0.454323521447012
Zhengmix4eq hvg 1500 pca_log 10 mclust 2 NA 0.317513657958176 0.536546356387039
Zhengmix4eq hvg 1500 pca_log 10 mclust 3 NA 0.684818192190317 0.495019215420941
Zhengmix4eq hvg 1500 pca_log 10 mclust 4 NA 0.687793263359683 0.347152168588925
Zhengmix4eq hvg 1500 pca_log 10 mclust 5 NA 0.659222307104069 0.359930125448114
Zhengmix4eq hvg 1500 pca_log 10 mclust 6 NA 0.797483938425255 0.373262701073621
Zhengmix4eq hvg 1500 pca_log 10 mclust 7 NA 0.724460220160449 0.300090202472392
Zhengmix4eq hvg 1500 pca_log 10 mclust 8 NA 0.699711139446023 0.212693622117844
Zhengmix4eq hvg 1500 pca_log 10 mclust 9 NA 0.662214902261628 0.198287408944634
Zhengmix4eq hvg 1500 pca_log 10 mclust 10 NA 0.65318424878348 0.187224925246274
Zhengmix4eq hvg 1500 pca_log 10 seurat 4 0.05 0.941793909392027 0.435871903635887
Zhengmix4eq hvg 1500 pca_log 10 seurat 5 0.1 0.929986987757007 0.443290590801175
Zhengmix4eq hvg 1500 pca_log 10 seurat 5 0.2 0.929986987757007 0.443290590801175
Zhengmix4eq hvg 1500 pca_log 10 seurat 6 0.5 0.873524743789986 0.419356902317402
Zhengmix4eq hvg 1500 pca_log 10 seurat 9 0.8 0.640605959597132 0.285924663281663
Zhengmix4eq hvg 1500 pca_log 10 seurat 9 1 0.606199829724898 0.255610740928039
Zhengmix4eq hvg 1500 pca_log 10 seurat 11 1.2 0.533971178732307 0.216513888144599
Zhengmix4eq hvg 1500 pca_log 10 seurat 12 1.5 0.490765104974823 0.197527276347772
Zhengmix4eq hvg 1500 pca_log 10 seurat 14 2 0.442283474529923 0.162238348379286
Zhengmix4eq hvg 1500 pca_log 30 kmeans 2 NA 0.325500487448545 0.502457113092257
Zhengmix4eq hvg 1500 pca_log 30 kmeans 3 NA 0.705588900750937 0.354342009379138
Zhengmix4eq hvg 1500 pca_log 30 kmeans 4 NA 0.677601216628154 0.363760305549556
Zhengmix4eq hvg 1500 pca_log 30 kmeans 5 NA 0.677300659964034 0.365007062613641
Zhengmix4eq hvg 1500 pca_log 30 kmeans 6 NA 0.805228819247084 0.300574034926514
Zhengmix4eq hvg 1500 pca_log 30 kmeans 7 NA 0.805228080682946 0.300767640680842
Zhengmix4eq hvg 1500 pca_log 30 kmeans 8 NA 0.804551349765397 0.304906844622533
Zhengmix4eq hvg 1500 pca_log 30 kmeans 9 NA 0.751914804861557 0.288017488145443
Zhengmix4eq hvg 1500 pca_log 30 kmeans 10 NA 0.739787997279415 0.287809666519882
Zhengmix4eq hvg 1500 pca_log 30 seurat 3 0.05 0.70421340107316 0.353232569262004
Zhengmix4eq hvg 1500 pca_log 30 seurat 4 0.1 0.947498944564977 0.267401492707393
Zhengmix4eq hvg 1500 pca_log 30 seurat 4 0.2 0.947498944564977 0.267401492707393
Zhengmix4eq hvg 1500 pca_log 30 seurat 5 0.5 0.935370894297391 0.273366256887344
Zhengmix4eq hvg 1500 pca_log 30 seurat 6 0.8 0.853045162954079 0.236793928366135
Zhengmix4eq hvg 1500 pca_log 30 seurat 8 1 0.709515048173888 0.133847051872427
Zhengmix4eq hvg 1500 pca_log 30 seurat 8 1.2 0.692836610244319 0.123475500784531
Zhengmix4eq hvg 1500 pca_log 30 seurat 8 1.5 0.638172591715685 0.117424201441322
Zhengmix4eq hvg 1500 pca_log 30 seurat 12 2 0.551649841736846 0.0880862494321467
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 2 NA 0.321123362091183 0.561379917419995
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 3 NA 0.702516496796758 0.428188842448235
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 4 NA 0.686183642048694 0.448806152084729
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 5 NA 0.895755966721084 0.469363012896023
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 6 NA 0.886423746225522 0.470956667563345
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 7 NA 0.886101998401743 0.472526639923014
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 8 NA 0.833586734655895 0.401624432822115
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 9 NA 0.789513324157771 0.427696051241111
Zhengmix4eq hvg 1500 pca_rd 10 kmeans 10 NA 0.789401598675693 0.43034750757653
Zhengmix4eq hvg 1500 pca_rd 10 mclust 2 NA 0.324757797918318 0.554749875691409
Zhengmix4eq hvg 1500 pca_rd 10 mclust 3 NA 0.620693652968333 0.344518992320113
Zhengmix4eq hvg 1500 pca_rd 10 mclust 4 NA 0.665193159484454 0.440699571478609
Zhengmix4eq hvg 1500 pca_rd 10 mclust 5 NA 0.632087834632097 0.327437720332391
Zhengmix4eq hvg 1500 pca_rd 10 mclust 6 NA 0.725429430363125 0.298075899109068
Zhengmix4eq hvg 1500 pca_rd 10 mclust 7 NA 0.712434313866141 0.295766774217712
Zhengmix4eq hvg 1500 pca_rd 10 mclust 8 NA 0.695771861949732 0.251680185862599
Zhengmix4eq hvg 1500 pca_rd 10 mclust 9 NA 0.670434102958592 0.22969500127972
Zhengmix4eq hvg 1500 pca_rd 10 mclust 10 NA 0.635759372943998 0.217515913073326
Zhengmix4eq hvg 1500 pca_rd 10 seurat 3 0.05 0.701316589964384 0.425198568673044
Zhengmix4eq hvg 1500 pca_rd 10 seurat 5 0.1 0.93956459454474 0.459222395337484
Zhengmix4eq hvg 1500 pca_rd 10 seurat 5 0.2 0.93956459454474 0.459222395337484
Zhengmix4eq hvg 1500 pca_rd 10 seurat 8 0.5 0.767884390366406 0.380618948715059
Zhengmix4eq hvg 1500 pca_rd 10 seurat 9 0.8 0.639899232082386 0.30135767524032
Zhengmix4eq hvg 1500 pca_rd 10 seurat 11 1 0.565809384456265 0.273302774220173
Zhengmix4eq hvg 1500 pca_rd 10 seurat 11 1.2 0.564898155794758 0.284740592003515
Zhengmix4eq hvg 1500 pca_rd 10 seurat 13 1.5 0.468501000371541 0.211439894321487
Zhengmix4eq hvg 1500 pca_rd 10 seurat 15 2 0.416196334821703 0.161770370305054
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 2 NA 0.32185057472203 0.494276640432323
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 3 NA 0.702516496796758 0.289744684490299
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 4 NA 0.686183642048694 0.304328882294752
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 5 NA 0.895718549102353 0.30450230897955
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 6 NA 0.895389362751585 0.305753754188563
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 7 NA 0.895050317701215 0.308956402192509
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 8 NA 0.895049607680818 0.309235053161031
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 9 NA 0.867418894386059 0.29178999029785
Zhengmix4eq hvg 1500 pca_rd 30 kmeans 10 NA 0.819706503464505 0.27190762338005
Zhengmix4eq hvg 1500 pca_rd 30 seurat 3 0.05 0.701229318128435 0.288006159110562
Zhengmix4eq hvg 1500 pca_rd 30 seurat 5 0.1 0.9459269469037 0.295141370050342
Zhengmix4eq hvg 1500 pca_rd 30 seurat 5 0.2 0.9459269469037 0.295141370050342
Zhengmix4eq hvg 1500 pca_rd 30 seurat 5 0.5 0.945297974595342 0.295526614297358
Zhengmix4eq hvg 1500 pca_rd 30 seurat 8 0.8 0.795936068644154 0.245241857337212
Zhengmix4eq hvg 1500 pca_rd 30 seurat 8 1 0.733464009824129 0.207031813863914
Zhengmix4eq hvg 1500 pca_rd 30 seurat 8 1.2 0.723420920183356 0.188537895838053
Zhengmix4eq hvg 1500 pca_rd 30 seurat 10 1.5 0.603667000964277 0.124609609852182
Zhengmix4eq hvg 1500 pca_rd 30 seurat 12 2 0.522616223281057 0.109320716526594
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 2 NA 0.3222881190419 0.593104591602139
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 3 NA 0.703001310196368 0.472958968327151
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 4 NA 0.686683526895785 0.492091046197777
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 5 NA 0.841876482069068 0.532477003066242
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 6 NA 0.841541275002605 0.534319010797159
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 7 NA 0.840538289785728 0.538101365088414
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 8 NA 0.857756401381975 0.513921000325603
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 9 NA 0.769629634379638 0.463089021146333
Zhengmix4eq hvg 1500 pca_rp 10 kmeans 10 NA 0.781704485374626 0.444280450173982
Zhengmix4eq hvg 1500 pca_rp 10 mclust 2 NA 0.321668143770043 0.567192360706946
Zhengmix4eq hvg 1500 pca_rp 10 mclust 3 NA 0.689891063291684 0.457136936901986
Zhengmix4eq hvg 1500 pca_rp 10 mclust 4 NA 0.681927454030332 0.363693223547104
Zhengmix4eq hvg 1500 pca_rp 10 mclust 5 NA 0.643743607675329 0.380756539126243
Zhengmix4eq hvg 1500 pca_rp 10 mclust 6 NA 0.722848130244581 0.380866691370208
Zhengmix4eq hvg 1500 pca_rp 10 mclust 7 NA 0.75971709805708 0.370881591916
Zhengmix4eq hvg 1500 pca_rp 10 mclust 8 NA 0.688168166852342 0.306957663517368
Zhengmix4eq hvg 1500 pca_rp 10 mclust 9 NA 0.675555545189197 0.213906910602676
Zhengmix4eq hvg 1500 pca_rp 10 mclust 10 NA 0.592588239656956 0.142623618315712
Zhengmix4eq hvg 1500 pca_rp 10 seurat 3 0.05 0.701316589964384 0.470792758895931
Zhengmix4eq hvg 1500 pca_rp 10 seurat 4 0.1 0.94539124832009 0.498130782572585
Zhengmix4eq hvg 1500 pca_rp 10 seurat 5 0.2 0.929851003518797 0.516875045298309
Zhengmix4eq hvg 1500 pca_rp 10 seurat 6 0.5 0.861895487708768 0.498014653337096
Zhengmix4eq hvg 1500 pca_rp 10 seurat 8 0.8 0.736028067755805 0.37455544526803
Zhengmix4eq hvg 1500 pca_rp 10 seurat 9 1 0.62607542433533 0.284213339720289
Zhengmix4eq hvg 1500 pca_rp 10 seurat 10 1.2 0.559485527035122 0.195877094944431
Zhengmix4eq hvg 1500 pca_rp 10 seurat 10 1.5 0.557515428981772 0.193493860855404
Zhengmix4eq hvg 1500 pca_rp 10 seurat 17 2 0.357767529979138 0.141234322780453
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 2 NA 0.3222881190419 0.514657075621493
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 3 NA 0.703001310196368 0.304828758776884
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 4 NA 0.68697618111272 0.317706256272059
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 5 NA 0.864787696951388 0.338205619431132
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 6 NA 0.864454949740512 0.339621059667444
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 7 NA 0.864122457849791 0.340990113810442
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 8 NA 0.863790221566441 0.342234141464596
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 9 NA 0.863126876423929 0.344533159622155
Zhengmix4eq hvg 1500 pca_rp 30 kmeans 10 NA 0.862134323459297 0.347923287509414
Zhengmix4eq hvg 1500 pca_rp 30 seurat 3 0.05 0.701316589964384 0.300998949214606
Zhengmix4eq hvg 1500 pca_rp 30 seurat 4 0.1 0.957391348056998 0.315181455345175
Zhengmix4eq hvg 1500 pca_rp 30 seurat 5 0.2 0.941020081548626 0.328224876748588
Zhengmix4eq hvg 1500 pca_rp 30 seurat 6 0.5 0.883047677301251 0.309633008969114
Zhengmix4eq hvg 1500 pca_rp 30 seurat 6 0.8 0.879734825941267 0.306800048306838
Zhengmix4eq hvg 1500 pca_rp 30 seurat 7 1 0.79597196454395 0.20800457058115
Zhengmix4eq hvg 1500 pca_rp 30 seurat 9 1.2 0.735351205689889 0.168540303791138
Zhengmix4eq hvg 1500 pca_rp 30 seurat 9 1.5 0.727168445377049 0.160261329739875
Zhengmix4eq hvg 1500 pca_rp 30 seurat 10 2 0.558089029570823 0.0852067715393437
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 2 NA 0.321123362091183 0.228675698759904
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 3 NA 0.701382840470303 0.189952385932064
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 4 NA 0.941321496294448 0.196571776289785
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 5 NA 0.924655413075275 0.208487977338535
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 6 NA 0.848203374185275 0.194784919147871
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 7 NA 0.761415762595242 0.193007351382182
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 8 NA 0.653397073892514 0.174093287814558
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 9 NA 0.621456174351297 0.173839293981745
Zhengmix4eq hvg 1500 zinbwave 10 kmeans 10 NA 0.588070405342471 0.171377732592164
Zhengmix4eq hvg 1500 zinbwave 10 mclust 2 NA 0.495328950779136 0.151690833036758
Zhengmix4eq hvg 1500 zinbwave 10 mclust 3 NA 0.705916248256906 0.188031837733876
Zhengmix4eq hvg 1500 zinbwave 10 mclust 4 NA 0.970855721915015 0.191527524932232
Zhengmix4eq hvg 1500 zinbwave 10 mclust 5 NA 0.948564273221465 0.202431485117004
Zhengmix4eq hvg 1500 zinbwave 10 mclust 6 NA 0.865136595250801 0.184167501035593
Zhengmix4eq hvg 1500 zinbwave 10 mclust 7 NA 0.774346864289205 0.149789998852519
Zhengmix4eq hvg 1500 zinbwave 10 mclust 8 NA 0.832434986230152 0.142419528318256
Zhengmix4eq hvg 1500 zinbwave 10 mclust 9 NA 0.775793691212157 0.153563053139829
Zhengmix4eq hvg 1500 zinbwave 10 mclust 10 NA 0.691789273968134 0.103527701116354
Zhengmix4eq hvg 1500 zinbwave 10 seurat 3 0.05 0.704782055993148 0.188298917483543
Zhengmix4eq hvg 1500 zinbwave 10 seurat 5 0.1 0.947801035277751 0.204323301127223
Zhengmix4eq hvg 1500 zinbwave 10 seurat 5 0.2 0.947487617839564 0.204539988504371
Zhengmix4eq hvg 1500 zinbwave 10 seurat 5 0.5 0.947487617839564 0.204539988504371
Zhengmix4eq hvg 1500 zinbwave 10 seurat 5 0.8 0.947487617839564 0.204539988504371
Zhengmix4eq hvg 1500 zinbwave 10 seurat 7 1 0.772556702944475 0.175172662589772
Zhengmix4eq hvg 1500 zinbwave 10 seurat 8 1.2 0.710714504833189 0.157392064317431
Zhengmix4eq hvg 1500 zinbwave 10 seurat 12 1.5 0.516489519759976 0.125268315159074
Zhengmix4eq hvg 1500 zinbwave 10 seurat 14 2 0.439436229604231 0.106226322201715
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 2 NA 0.323307769487958 0.114881568155635
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 3 NA 0.703080046650413 0.0531351032059399
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 4 NA 0.956270865425846 0.0413157021087813
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 5 NA 0.874736578760221 0.0470590295222056
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 6 NA 0.712210200042093 0.0380939805541543
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 7 NA 0.673791131864822 0.0389301765032702
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 8 NA 0.566669200331199 0.0356738220823115
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 9 NA 0.515750140879312 0.0355410746173659
Zhengmix4eq hvg 1500 zinbwave 30 kmeans 10 NA 0.505421775630675 0.03599210425728
Zhengmix4eq hvg 1500 zinbwave 30 seurat 3 0.05 0.699457944855541 0.0527412446512824
Zhengmix4eq hvg 1500 zinbwave 30 seurat 3 0.1 0.699457944855541 0.0527412446512824
Zhengmix4eq hvg 1500 zinbwave 30 seurat 3 0.2 0.699457944855541 0.0527412446512824
Zhengmix4eq hvg 1500 zinbwave 30 seurat 4 0.5 0.91072174645026 0.0413242483647214
Zhengmix4eq hvg 1500 zinbwave 30 seurat 5 0.8 0.903567347339223 0.0362985696141856
Zhengmix4eq hvg 1500 zinbwave 30 seurat 5 1 0.905652756856025 0.0371356315160206
Zhengmix4eq hvg 1500 zinbwave 30 seurat 5 1.2 0.906831023854621 0.0370752705379317
Zhengmix4eq hvg 1500 zinbwave 30 seurat 7 1.5 0.837299321055249 0.0162131798123051
Zhengmix4eq hvg 1500 zinbwave 30 seurat 8 2 0.726306014204765 0.0133943216183277
Zhengmix4uneq dev 60 glmpca 10 kmeans 2 NA 0.537134354999187 0.546861671070104
Zhengmix4uneq dev 60 glmpca 10 kmeans 3 NA 0.798586229354753 0.547567646972518
Zhengmix4uneq dev 60 glmpca 10 kmeans 4 NA 0.653219386398704 0.437696060065771
Zhengmix4uneq dev 60 glmpca 10 kmeans 5 NA 0.590116873564887 0.394737723579216
Zhengmix4uneq dev 60 glmpca 10 kmeans 6 NA 0.465920310305919 0.270739635144807
Zhengmix4uneq dev 60 glmpca 10 kmeans 7 NA 0.429620738232265 0.266750836946732
Zhengmix4uneq dev 60 glmpca 10 kmeans 8 NA 0.3939919622288 0.221361318578066
